ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,cliente_id,pais_norm,pais,iso2,iso3,region,subregion,lat,lng,producto_id
10339,42,59.36,16,2493.12,11/23/2004 0:00,Shipped,4,11,2004,Vintage Cars,83,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,69,Japan,Japan,JP,JPN,Asia,Eastern Asia,36.0,138.0,76
10350,25,60.34,10,1508.5,12/2/2004 0:00,Shipped,4,12,2004,Vintage Cars,83,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,84,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,76
10373,23,100.0,10,2394.3,1/31/2005 0:00,Shipped,1,1,2005,Vintage Cars,83,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,71,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,76
10385,37,85.54,2,3164.98,2/28/2005 0:00,Shipped,1,2,2005,Vintage Cars,83,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,34,United States,United States,US,USA,Americas,North America,38.0,-97.0,76
10396,37,90.57,8,3351.09,3/23/2005 0:00,Shipped,1,3,2005,Vintage Cars,83,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,100,United States,United States,US,USA,Americas,North America,38.0,-97.0,76
10400,42,72.96,8,3064.32,4/1/2005 0:00,Shipped,2,4,2005,Vintage Cars,83,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,77,United States,United States,US,USA,Americas,North America,38.0,-97.0,76
10414,51,76.31,2,3891.81,5/6/2005 0:00,On Hold,2,5,2005,Vintage Cars,83,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,84,United States,United States,US,USA,Americas,North America,38.0,-97.0,76
10108,40,100.0,1,5448.8,3/3/2003 0:00,Shipped,1,3,2003,Classic Cars,140,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1,Philippines,Philippines,PH,PHL,Asia,South-Eastern Asia,13.0,122.0,77
10122,43,100.0,5,5494.97,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,140,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,80,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,77
10135,47,100.0,2,6336.07,7/2/2003 0:00,Shipped,3,7,2003,Classic Cars,140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,79,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10147,23,100.0,2,2906.97,9/5/2003 0:00,Shipped,3,9,2003,Classic Cars,140,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Small,79,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10160,35,100.0,3,4767.7,10/11/2003 0:00,Shipped,4,10,2003,Classic Cars,140,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Medium,67,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10170,34,100.0,1,3819.56,11/4/2003 0:00,Shipped,4,11,2003,Classic Cars,140,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,13,Austria,Austria,AT,AUT,Europe,Central Europe,47.33333333,13.33333333,77
10181,25,100.0,9,3861.75,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,140,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,48,Norway,Norway,NO,NOR,Europe,Northern Europe,62.0,10.0,77
10192,45,100.0,14,6319.35,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,140,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium,78,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10203,47,100.0,3,6996.42,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,28,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,77
10212,49,100.0,13,6949.67,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,56,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,77
10225,40,100.0,4,4550.0,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,140,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,79,Switzerland,Switzerland,CH,CHE,Europe,Western Europe,47.0,8.0,77
10239,29,100.0,3,4479.63,4/12/2004 0:00,Shipped,2,4,2004,Classic Cars,140,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,73,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,77
10253,39,100.0,8,5148.0,6/1/2004 0:00,Cancelled,2,6,2004,Classic Cars,140,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,46,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,77
10266,24,100.0,9,2932.08,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,140,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,51,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,77
10278,25,100.0,9,3159.75,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,140,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Medium,50,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10287,36,100.0,7,4297.32,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,140,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,4,Switzerland,Switzerland,CH,CHE,Europe,Western Europe,47.0,8.0,77
10301,50,100.0,11,7723.5,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,140,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Large,45,Norway,Norway,NO,NOR,Europe,Northern Europe,62.0,10.0,77
10310,45,100.0,5,5497.65,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,140,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,25,Germany,Germany,DE,DEU,Europe,Western Europe,51.0,9.0,77
10321,26,100.0,13,4052.88,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,140,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Medium,47,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10331,21,100.0,1,3135.93,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,140,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,17,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10342,42,100.0,6,5013.54,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,140,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,39,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,77
10355,32,100.0,8,5302.72,12/7/2004 0:00,Shipped,4,12,2004,Classic Cars,140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,96,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,77
10363,31,94.58,1,2931.98,1/6/2005 0:00,Shipped,1,1,2005,Classic Cars,140,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,44,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,77
10378,33,53.27,3,1757.91,2/10/2005 0:00,Shipped,1,2,2005,Classic Cars,140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,13,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,77
10390,45,100.0,8,6763.05,3/4/2005 0:00,Shipped,1,3,2005,Classic Cars,140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,69,United States,United States,US,USA,Americas,North America,38.0,-97.0,77
10405,76,100.0,3,11739.7,4/14/2005 0:00,Shipped,2,4,2005,Classic Cars,140,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large,72,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,77
10419,70,100.0,8,9240.0,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,140,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large,66,Austria,Austria,AT,AUT,Europe,Central Europe,47.33333333,13.33333333,77
10106,50,64.83,11,3241.5,2/17/2003 0:00,Shipped,1,2,2003,Planes,68,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,71,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,78
10119,28,70.29,2,1968.12,4/28/2003 0:00,Shipped,2,4,2003,Planes,68,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,42,Austria,Austria,AT,AUT,Europe,Central Europe,47.33333333,13.33333333,78
10131,50,81.89,3,4094.5,6/16/2003 0:00,Shipped,2,6,2003,Planes,68,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,21,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10143,28,66.19,6,1853.32,8/10/2003 0:00,Shipped,3,8,2003,Planes,68,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,91,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10155,44,77.11,4,3392.84,10/6/2003 0:00,Shipped,4,10,2003,Planes,68,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,38,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,78
10168,27,73.02,18,1971.54,10/28/2003 0:00,Shipped,4,10,2003,Planes,68,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small,86,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10178,30,72.33,3,2169.9,11/8/2003 0:00,Shipped,4,11,2003,Planes,68,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,47,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,78
10198,43,66.19,3,2846.17,11/27/2003 0:00,Shipped,4,11,2003,Planes,68,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,73,Philippines,Philippines,PH,PHL,Asia,South-Eastern Asia,13.0,122.0,78
10210,29,69.6,16,2018.4,1/12/2004 0:00,Shipped,1,1,2004,Planes,68,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,5,Japan,Japan,JP,JPN,Asia,Eastern Asia,36.0,138.0,78
10222,48,56.64,3,2718.72,2/19/2004 0:00,Shipped,1,2,2004,Planes,68,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small,13,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10235,33,60.05,12,1981.65,4/2/2004 0:00,Shipped,2,4,2004,Planes,68,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,18,Canada,Canada,CA,CAN,Americas,North America,60.0,-95.0,78
10250,40,75.06,13,3002.4,5/11/2004 0:00,Shipped,2,5,2004,Planes,68,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,31,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10262,48,61.42,8,2948.16,6/24/2004 0:00,Cancelled,2,6,2004,Planes,68,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,81,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,78
10275,41,81.89,18,3357.49,7/23/2004 0:00,Shipped,3,7,2004,Planes,68,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,72,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,78
10284,21,55.96,10,1175.16,8/21/2004 0:00,Shipped,3,8,2004,Planes,68,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,55,Norway,Norway,NO,NOR,Europe,Northern Europe,62.0,10.0,78
10296,32,71.65,6,2292.8,9/15/2004 0:00,Shipped,3,9,2004,Planes,68,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small,18,Germany,Germany,DE,DEU,Europe,Western Europe,51.0,9.0,78
10308,43,76.43,16,3286.49,10/15/2004 0:00,Shipped,4,10,2004,Planes,68,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium,75,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10316,30,77.79,8,2333.7,11/1/2004 0:00,Shipped,4,11,2004,Planes,68,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,95,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,78
10328,35,76.43,3,2675.05,11/12/2004 0:00,Shipped,4,11,2004,Planes,68,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,7,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,78
10339,45,96.92,11,4361.4,11/23/2004 0:00,Shipped,4,11,2004,Planes,68,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,69,Japan,Japan,JP,JPN,Asia,Eastern Asia,36.0,138.0,78
10351,34,59.37,3,2018.58,12/3/2004 0:00,Shipped,4,12,2004,Planes,68,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,2,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,78
10361,26,100.0,7,3710.98,12/17/2004 0:00,Shipped,4,12,2004,Planes,68,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,38,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,78
10373,39,73.0,13,2847.0,1/31/2005 0:00,Shipped,1,1,2005,Planes,68,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,71,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,78
10386,41,73.32,12,3006.12,3/1/2005 0:00,Resolved,1,3,2005,Planes,68,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,76,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,78
10398,41,68.24,2,2797.84,3/30/2005 0:00,Shipped,1,3,2005,Planes,68,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,50,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,78
10401,64,60.05,12,3843.2,4/3/2005 0:00,On Hold,2,4,2005,Planes,68,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Medium,33,United States,United States,US,USA,Americas,North America,38.0,-97.0,78
10416,18,75.06,13,1351.08,5/10/2005 0:00,Shipped,2,5,2005,Planes,68,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,72,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,78
10100,49,34.47,1,1689.03,1/6/2003 0:00,Shipped,1,1,2003,Vintage Cars,41,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,67,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10110,48,34.47,5,1654.56,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,41,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,27,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,79
10124,46,33.23,4,1528.58,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,41,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small,44,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10149,26,38.98,9,1013.48,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,41,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Small,35,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10162,37,38.98,7,1442.26,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,41,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small,12,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10173,35,33.23,11,1163.05,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,41,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,34,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,79
10182,23,42.26,8,971.98,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,41,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,97,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10193,22,41.03,12,902.66,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,41,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,37,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,79
10204,39,33.23,2,1295.97,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,41,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,50,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10214,44,34.88,5,1534.72,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,41,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,31,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,79
10227,27,43.9,8,1185.3,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,41,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,50,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,79
10242,46,36.93,1,1698.78,4/20/2004 0:00,Shipped,2,4,2004,Vintage Cars,41,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Small,55,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10280,33,41.85,14,1381.05,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,41,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,76,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,79
10288,33,40.62,3,1340.46,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,41,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,8,Singapore,Singapore,SG,SGP,Asia,South-Eastern Asia,1.36666666,103.8,79
10303,24,40.21,1,965.04,10/6/2004 0:00,Shipped,4,10,2004,Vintage Cars,41,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,63,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,79
10312,31,35.29,15,1093.99,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,41,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,7,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10332,41,77.24,14,3166.84,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,41,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,77,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,79
10346,22,97.44,4,2143.68,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,41,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small,97,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10368,46,37.34,3,1717.64,1/19/2005 0:00,Shipped,1,1,2005,Vintage Cars,41,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,48,United States,United States,US,USA,Americas,North America,38.0,-97.0,79
10380,43,95.03,12,4086.29,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,41,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,27,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,79
10408,15,36.93,1,553.95,4/22/2005 0:00,Shipped,2,4,2005,Vintage Cars,41,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,53,Japan,Japan,JP,JPN,Asia,Eastern Asia,36.0,138.0,79
10420,15,43.49,3,652.35,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,41,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,10,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,79
10104,26,100.0,5,2921.62,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,118,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,86,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,80
10115,44,100.0,1,5568.64,4/4/2003 0:00,Shipped,2,4,2003,Classic Cars,118,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,41,United States,United States,US,USA,Americas,North America,38.0,-97.0,80
10127,20,96.99,7,1939.8,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,118,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,86,United States,United States,US,USA,Americas,North America,38.0,-97.0,80
10141,40,94.62,1,3784.8,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,118,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,41,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,80
10152,23,100.0,3,2802.09,9/25/2003 0:00,Shipped,3,9,2003,Classic Cars,118,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,28,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,80
10165,24,99.36,8,2384.64,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,118,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,77,Singapore,Singapore,SG,SGP,Asia,South-Eastern Asia,1.36666666,103.8,80
10176,29,100.0,7,2915.66,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,118,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,58,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,80
10184,49,100.0,2,5795.72,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,118,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,82,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,80
